claim_id,document_type,status
CLM-0162,fotos del siniestro,completo
CLM-0162,factura/proforma,completo
CLM-0162,informe tecnico,completo
CLM-0163,formulario de reclamo,completo
CLM-0163,cedula,completo
CLM-0163,fotos del siniestro,completo
CLM-0163,factura/proforma,completo
CLM-0163,informe tecnico,completo
CLM-0164,formulario de reclamo,completo
CLM-0164,cedula,completo
CLM-0164,fotos del siniestro,completo
CLM-0164,factura/proforma,completo
CLM-0164,informe tecnico,completo
CLM-0165,formulario de reclamo,completo
CLM-0165,cedula,completo
CLM-0165,fotos del siniestro,completo
CLM-0165,factura/proforma,completo
CLM-0165,informe tecnico,completo
CLM-0166,formulario de reclamo,completo
CLM-0166,cedula,completo
CLM-0166,fotos del siniestro,completo
CLM-0166,factura/proforma,completo
CLM-0166,informe tecnico,completo
CLM-0167,formulario de reclamo,completo
CLM-0167,cedula,completo
CLM-0167,fotos del siniestro,completo
CLM-0167,factura/proforma,completo
CLM-0167,informe tecnico,completo
CLM-0168,formulario de reclamo,completo
CLM-0168,cedula,completo
CLM-0168,fotos del siniestro,completo
CLM-0168,factura/proforma,completo
CLM-0168,informe tecnico,completo
CLM-0169,formulario de reclamo,completo
CLM-0169,cedula,completo
CLM-0169,fotos del siniestro,completo
CLM-0169,factura/proforma,completo
CLM-0169,informe tecnico,completo
CLM-0170,formulario de reclamo,completo
CLM-0170,cedula,completo
CLM-0170,fotos del siniestro,completo
CLM-0170,factura/proforma,completo
CLM-0170,informe tecnico,completo
CLM-0171,formulario de reclamo,completo
CLM-0171,cedula,completo
CLM-0171,fotos del siniestro,completo
CLM-0171,factura/proforma,completo
CLM-0171,informe tecnico,completo
CLM-0172,formulario de reclamo,completo
CLM-0172,cedula,completo
CLM-0172,fotos del siniestro,completo
CLM-0172,factura/proforma,completo
CLM-0172,informe tecnico,completo
CLM-0173,formulario de reclamo,completo
CLM-0173,cedula,completo
CLM-0173,fotos del siniestro,completo
CLM-0173,factura/proforma,completo
CLM-0173,informe tecnico,completo
CLM-0174,formulario de reclamo,completo
CLM-0174,cedula,completo
CLM-0174,fotos del siniestro,completo
CLM-0174,factura/proforma,completo
CLM-0174,informe tecnico,completo
CLM-0175,formulario de reclamo,completo
CLM-0175,cedula,completo
CLM-0175,fotos del siniestro,completo
CLM-0175,factura/proforma,completo
CLM-0175,informe tecnico,completo
CLM-0176,formulario de reclamo,completo
CLM-0176,cedula,completo
CLM-0176,fotos del siniestro,completo
CLM-0176,factura/proforma,completo
CLM-0176,informe tecnico,completo
CLM-0177,formulario de reclamo,completo
CLM-0177,cedula,completo
CLM-0177,fotos del siniestro,completo
CLM-0177,factura/proforma,completo
CLM-0177,informe tecnico,completo
CLM-0178,formulario de reclamo,completo
CLM-0178,cedula,completo
CLM-0178,fotos del siniestro,completo
CLM-0178,factura/proforma,completo
CLM-0178,informe tecnico,completo
CLM-0179,formulario de reclamo,completo
CLM-0179,cedula,completo
CLM-0179,fotos del siniestro,completo
CLM-0179,factura/proforma,completo
CLM-0179,informe tecnico,completo
CLM-0180,formulario de reclamo,completo
CLM-0180,cedula,completo
CLM-0180,fotos del siniestro,completo
CLM-0180,factura/proforma,completo
CLM-0180,informe tecnico,completo
CLM-0181,formulario de reclamo,completo
CLM-0181,cedula,completo
CLM-0181,fotos del siniestro,completo
CLM-0181,factura/proforma,completo
CLM-0181,informe tecnico,completo
CLM-0182,formulario de reclamo,completo
CLM-0182,cedula,completo
CLM-0182,fotos del siniestro,completo
CLM-0182,factura/proforma,completo
CLM-0182,informe tecnico,completo
CLM-0183,formulario de reclamo,completo
CLM-0183,cedula,completo
CLM-0183,fotos del siniestro,completo
CLM-0183,factura/proforma,completo
CLM-0183,informe tecnico,completo
CLM-0184,formulario de reclamo,completo
CLM-0184,cedula,completo
CLM-0184,fotos del siniestro,completo
CLM-0184,factura/proforma,completo
CLM-0184,informe tecnico,completo
CLM-0185,formulario de reclamo,completo
CLM-0185,cedula,completo
CLM-0185,fotos del siniestro,completo
CLM-0185,factura/proforma,completo
CLM-0185,informe tecnico,completo
